Chicago,DEF,218.48,175.213333333333,43.2666666666666
Denver,DEF,206.93,175.213333333333,31.7166666666666
Seattle,DEF,199.34,175.213333333333,24.1266666666666
New England,DEF,197.67,175.213333333333,22.4566666666666
San Diego,DEF,175.18,175.213333333333,-0.03333333333336
San Francisco,DEF,173.47,175.213333333333,-1.74333333333337
Houston,DEF,169.3,175.213333333333,-5.91333333333336
Cincinnati,DEF,166.41,175.213333333333,-8.80333333333337
Arizona,DEF,155.42,175.213333333333,-19.7933333333334
Baltimore,DEF,148.19,175.213333333333,-27.0233333333334
New York,DEF,147.93,175.213333333333,-27.2833333333334
St. Louis,DEF,144.24,175.213333333333,-30.9733333333334
Washington,DEF,137.12,175.213333333333,-38.0933333333334
Cleveland,DEF,136.9,175.213333333333,-38.3133333333334
Minnesota,DEF,136.06,175.213333333333,-39.1533333333334
Atlanta,DEF,135.77,175.213333333333,-39.4433333333334
Green Bay,DEF,131.76,175.213333333333,-43.4533333333334
Miami,DEF,126,175.213333333333,-49.2133333333334
Dallas,DEF,123.84,175.213333333333,-51.3733333333334
Indianapolis,DEF,123.15,175.213333333333,-52.0633333333334
Tennessee,DEF,117.77,175.213333333333,-57.4433333333334
Carolina,DEF,114.12,175.213333333333,-61.0933333333334
Pittsburgh,DEF,110.94,175.213333333333,-64.2733333333334
New York,DEF,110.15,175.213333333333,-65.0633333333334
Tampa Bay,DEF,105.86,175.213333333333,-69.3533333333334
